Meta Data,Weekly Adjusted Time Series
,"{'1. open': '483.3100', '2. high': '488.8100', '3. low': '470.7600', '4. close': '473.8200', '5. adjusted close': '473.8200', '6. volume': '2584814', '7. dividend amount': '0.0000'}"
,"{'1. open': '492.2300', '2. high': '499.0800', '3. low': '476.5200', '4. close': '480.4300', '5. adjusted close': '480.4300', '6. volume': '1903527', '7. dividend amount': '0.0000'}"
,"{'1. open': '484.6000', '2. high': '495.8500', '3. low': '477.3500', '4. close': '495.0500', '5. adjusted close': '495.0500', '6. volume': '2610154', '7. dividend amount': '0.0000'}"
,"{'1. open': '482.0000', '2. high': '484.3000', '3. low': '470.0000', '4. close': '478.9000', '5. adjusted close': '478.9000', '6. volume': '2308674', '7. dividend amount': '0.0000'}"
,"{'1. open': '477.0200', '2. high': '498.3600', '3. low': '471.0000', '4. close': '484.6100', '5. adjusted close': '484.6100', '6. volume': '3788432', '7. dividend amount': '0.0000'}"
,"{'1. open': '466.7700', '2. high': '491.9500', '3. low': '462.9300', '4. close': '487.5800', '5. adjusted close': '487.5800', '6. volume': '3324907', '7. dividend amount': '0.0000'}"
,"{'1. open': '465.3900', '2. high': '476.5900', '3. low': '457.4000', '4. close': '466.7400', '5. adjusted close': '466.7400', '6. volume': '1770099', '7. dividend amount': '0.0000'}"
,"{'1. open': '434.3000', '2. high': '465.8900', '3. low': '419.1118', '4. close': '462.1700', '5. adjusted close': '462.1700', '6. volume': '4356807', '7. dividend amount': '0.0000'}"
,"{'1. open': '444.3600', '2. high': '475.9600', '3. low': '432.0600', '4. close': '444.2100', '5. adjusted close': '444.2100', '6. volume': '3653104', '7. dividend amount': '0.0000'}"
,"{'1. open': '468.5200', '2. high': '473.7600', '3. low': '446.7400', '4. close': '447.1200', '5. adjusted close': '447.1200', '6. volume': '3526334', '7. dividend amount': '0.0000'}"
,"{'1. open': '428.0000', '2. high': '470.0000', '3. low': '427.2300', '4. close': '461.4000', '5. adjusted close': '461.4000', '6. volume': '3253560', '7. dividend amount': '0.0000'}"
,"{'1. open': '464.9000', '2. high': '468.0000', '3. low': '420.0100', '4. close': '425.5800', '5. adjusted close': '425.5800', '6. volume': '4243973', '7. dividend amount': '1.7400'}"
,"{'1. open': '498.0000', '2. high': '500.5500', '3. low': '459.2200', '4. close': '472.0500', '5. adjusted close': '470.1279', '6. volume': '3849361', '7. dividend amount': '0.0000'}"
,"{'1. open': '441.0000', '2. high': '490.3000', '3. low': '431.0000', '4. close': '489.7100', '5. adjusted close': '487.7160', '6. volume': '4560135', '7. dividend amount': '0.0000'}"
,"{'1. open': '483.8500', '2. high': '485.2600', '3. low': '458.9600', '4. close': '462.3700', '5. adjusted close': '460.4873', '6. volume': '2655972', '7. dividend amount': '0.0000'}"
,"{'1. open': '469.4700', '2. high': '483.9456', '3. low': '465.3100', '4. close': '476.6600', '5. adjusted close': '474.7191', '6. volume': '2319738', '7. dividend amount': '0.0000'}"
,"{'1. open': '445.2300', '2. high': '471.1700', '3. low': '441.5650', '4. close': '466.7400', '5. adjusted close': '464.8395', '6. volume': '2856448', '7. dividend amount': '0.0000'}"
,"{'1. open': '431.1100', '2. high': '472.0400', '3. low': '424.5500', '4. close': '449.1200', '5. adjusted close': '447.2912', '6. volume': '2971001', '7. dividend amount': '0.0000'}"
,"{'1. open': '429.2500', '2. high': '448.0800', '3. low': '428.3050', '4. close': '434.2300', '5. adjusted close': '432.4619', '6. volume': '2368609', '7. dividend amount': '0.0000'}"
,"{'1. open': '401.2500', '2. high': '428.0000', '3. low': '397.1200', '4. close': '427.3500', '5. adjusted close': '425.6099', '6. volume': '2718264', '7. dividend amount': '0.0000'}"
,"{'1. open': '440.7500', '2. high': '440.7500', '3. low': '401.9350', '4. close': '402.3300', '5. adjusted close': '400.6918', '6. volume': '2547660', '7. dividend amount': '0.0000'}"
,"{'1. open': '426.3400', '2. high': '440.2190', '3. low': '418.6300', '4. close': '438.0800', '5. adjusted close': '436.2962', '6. volume': '1769407', '7. dividend amount': '0.0000'}"
,"{'1. open': '425.5900', '2. high': '434.3500', '3. low': '420.4500', '4. close': '429.6200', '5. adjusted close': '427.8706', '6. volume': '1140136', '7. dividend amount': '0.0000'}"
,"{'1. open': '453.0000', '2. high': '457.1299', '3. low': '421.3900', '4. close': '426.1800', '5. adjusted close': '424.4446', '6. volume': '2992675', '7. dividend amount': '0.0000'}"
