Meta Data,Weekly Adjusted Time Series
,"{'1. open': '85.4300', '2. high': '87.5950', '3. low': '83.1933', '4. close': '83.9500', '5. adjusted close': '83.9500', '6. volume': '40957456', '7. dividend amount': '0.0000'}"
,"{'1. open': '84.4500', '2. high': '86.1500', '3. low': '82.5100', '4. close': '84.4000', '5. adjusted close': '84.4000', '6. volume': '45282749', '7. dividend amount': '0.0000'}"
,"{'1. open': '83.6500', '2. high': '87.7800', '3. low': '83.6400', '4. close': '85.5700', '5. adjusted close': '85.5700', '6. volume': '68348176', '7. dividend amount': '0.6100'}"
,"{'1. open': '83.9950', '2. high': '84.0780', '3. low': '80.2000', '4. close': '80.3000', '5. adjusted close': '79.7316', '6. volume': '49269171', '7. dividend amount': '0.0000'}"
,"{'1. open': '84.3300', '2. high': '85.0700', '3. low': '75.5000', '4. close': '84.6900', '5. adjusted close': '84.0905', '6. volume': '96584980', '7. dividend amount': '0.0000'}"
,"{'1. open': '80.3600', '2. high': '85.7400', '3. low': '78.1300', '4. close': '83.8100', '5. adjusted close': '83.2168', '6. volume': '42716155', '7. dividend amount': '0.0000'}"
,"{'1. open': '86.3200', '2. high': '86.7700', '3. low': '79.8900', '4. close': '81.5000', '5. adjusted close': '80.9231', '6. volume': '38837424', '7. dividend amount': '0.0000'}"
,"{'1. open': '78.6260', '2. high': '89.1300', '3. low': '76.1500', '4. close': '85.4300', '5. adjusted close': '84.8253', '6. volume': '99571029', '7. dividend amount': '0.0000'}"
,"{'1. open': '96.6200', '2. high': '99.7500', '3. low': '81.3000', '4. close': '82.1000', '5. adjusted close': '81.5189', '6. volume': '63404769', '7. dividend amount': '0.0000'}"
,"{'1. open': '98.0300', '2. high': '99.9150', '3. low': '94.7700', '4. close': '97.7300', '5. adjusted close': '97.0382', '6. volume': '42024601', '7. dividend amount': '0.0000'}"
,"{'1. open': '97.7100', '2. high': '99.6900', '3. low': '96.2900', '4. close': '97.0700', '5. adjusted close': '96.3829', '6. volume': '39856936', '7. dividend amount': '0.0000'}"
,"{'1. open': '105.7300', '2. high': '106.0000', '3. low': '95.9300', '4. close': '98.1100', '5. adjusted close': '97.4156', '6. volume': '53380820', '7. dividend amount': '0.0000'}"
,"{'1. open': '116.0400', '2. high': '117.4600', '3. low': '103.4381', '4. close': '106.4800', '5. adjusted close': '105.7263', '6. volume': '61593850', '7. dividend amount': '0.0000'}"
,"{'1. open': '112.3400', '2. high': '116.0900', '3. low': '111.8900', '4. close': '115.8100', '5. adjusted close': '114.9903', '6. volume': '52068756', '7. dividend amount': '0.0000'}"
,"{'1. open': '111.8000', '2. high': '114.6800', '3. low': '111.6200', '4. close': '111.7500', '5. adjusted close': '110.9590', '6. volume': '31851510', '7. dividend amount': '0.0000'}"
,"{'1. open': '112.5750', '2. high': '113.4700', '3. low': '110.4002', '4. close': '112.5500', '5. adjusted close': '111.7533', '6. volume': '39462551', '7. dividend amount': '0.6100'}"
,"{'1. open': '105.7200', '2. high': '112.6200', '3. low': '105.5200', '4. close': '112.2000', '5. adjusted close': '110.8053', '6. volume': '56318525', '7. dividend amount': '0.0000'}"
,"{'1. open': '98.5200', '2. high': '110.3400', '3. low': '98.1020', '4. close': '107.6800', '5. adjusted close': '106.3415', '6. volume': '99326196', '7. dividend amount': '0.0000'}"
,"{'1. open': '95.4100', '2. high': '99.0100', '3. low': '95.4100', '4. close': '98.8100', '5. adjusted close': '97.5817', '6. volume': '31340926', '7. dividend amount': '0.0000'}"
,"{'1. open': '92.2650', '2. high': '95.8600', '3. low': '91.3750', '4. close': '95.1300', '5. adjusted close': '93.9475', '6. volume': '32783445', '7. dividend amount': '0.0000'}"
,"{'1. open': '92.0400', '2. high': '94.5000', '3. low': '91.8600', '4. close': '92.2500', '5. adjusted close': '91.1033', '6. volume': '28200389', '7. dividend amount': '0.0000'}"
,"{'1. open': '91.2900', '2. high': '93.1200', '3. low': '89.8400', '4. close': '92.5800', '5. adjusted close': '91.4292', '6. volume': '26234871', '7. dividend amount': '0.0000'}"
,"{'1. open': '87.5000', '2. high': '93.1987', '3. low': '86.3000', '4. close': '92.2500', '5. adjusted close': '91.1033', '6. volume': '32368795', '7. dividend amount': '0.0000'}"
,"{'1. open': '96.9450', '2. high': '97.0000', '3. low': '87.0700', '4. close': '87.9700', '5. adjusted close': '86.8765', '6. volume': '72924403', '7. dividend amount': '0.0000'}"
,"{'1. open': '100.0700', '2. high': '100.5700', '3. low': '96.9400', '4. close': '97.4200', '5. adjusted close': '96.2090', '6. volume': '35758170', '7. dividend amount': '0.0000'}"
,"{'1. open': '102.0000', '2. high': '102.2100', '3. low': '98.4350', '4. close': '100.1100', '5. adjusted close': '98.8656', '6. volume': '32848051', '7. dividend amount': '0.0000'}"
,"{'1. open': '102.9300', '2. high': '103.3200', '3. low': '100.4700', '4. close': '102.4600', '5. adjusted close': '101.1864', '6. volume': '23674995', '7. dividend amount': '0.0000'}"
,"{'1. open': '98.4400', '2. high': '102.5600', '3. low': '97.1100', '4. close': '102.5000', '5. adjusted close': '101.2259', '6. volume': '37072478', '7. dividend amount': '0.0000'}"
,"{'1. open': '98.0000', '2. high': '101.4100', '3. low': '96.2300', '4. close': '98.4200', '5. adjusted close': '97.1966', '6. volume': '42129407', '7. dividend amount': '0.6100'}"
,"{'1. open': '98.5900', '2. high': '98.8100', '3. low': '94.7802', '4. close': '97.5500', '5. adjusted close': '95.7440', '6. volume': '35420107', '7. dividend amount': '0.0000'}"
,"{'1. open': '97.6500', '2. high': '99.8000', '3. low': '95.3500', '4. close': '98.8700', '5. adjusted close': '97.0395', '6. volume': '44514087', '7. dividend amount': '0.0000'}"
,"{'1. open': '96.9500', '2. high': '99.4200', '3. low': '93.6900', '4. close': '97.3100', '5. adjusted close': '95.5084', '6. volume': '49018115', '7. dividend amount': '0.0000'}"
,"{'1. open': '95.4100', '2. high': '96.8500', '3. low': '94.0901', '4. close': '96.8400', '5. adjusted close': '95.0471', '6. volume': '29681439', '7. dividend amount': '0.0000'}"
,"{'1. open': '96.1900', '2. high': '96.8800', '3. low': '93.7590', '4. close': '95.5500', '5. adjusted close': '93.7810', '6. volume': '27713165', '7. dividend amount': '0.0000'}"
,"{'1. open': '97.3900', '2. high': '98.1430', '3. low': '95.1500', '4. close': '96.5800', '5. adjusted close': '94.7919', '6. volume': '32332518', '7. dividend amount': '0.0000'}"
,"{'1. open': '96.0500', '2. high': '99.1500', '3. low': '94.1850', '4. close': '97.3600', '5. adjusted close': '95.5575', '6. volume': '41819314', '7. dividend amount': '0.0000'}"
,"{'1. open': '98.5200', '2. high': '98.7000', '3. low': '95.2000', '4. close': '96.0500', '5. adjusted close': '94.2717', '6. volume': '52632646', '7. dividend amount': '0.0000'}"
,"{'1. open': '91.2200', '2. high': '99.5100', '3. low': '90.4100', '4. close': '98.5700', '5. adjusted close': '96.7451', '6. volume': '61278148', '7. dividend amount': '0.0000'}"
,"{'1. open': '94.1300', '2. high': '94.8100', '3. low': '90.1800', '4. close': '91.1500', '5. adjusted close': '89.4625', '6. volume': '36003266', '7. dividend amount': '0.0000'}"
,"{'1. open': '94.2000', '2. high': '98.7200', '3. low': '94.1800', '4. close': '94.5700', '5. adjusted close': '92.8191', '6. volume': '62103848', '7. dividend amount': '0.0000'}"
,"{'1. open': '94.3500', '2. high': '94.8900', '3. low': '91.7700', '4. close': '94.0200', '5. adjusted close': '92.2793', '6. volume': '54278406', '7. dividend amount': '0.0000'}"
,"{'1. open': '76.5300', '2. high': '96.0100', '3. low': '76.2913', '4. close': '94.8100', '5. adjusted close': '93.0547', '6. volume': '253522484', '7. dividend amount': '0.5700'}"
,"{'1. open': '73.8500', '2. high': '76.8300', '3. low': '72.7250', '4. close': '75.0900', '5. adjusted close': '73.2594', '6. volume': '43867259', '7. dividend amount': '0.0000'}"
,"{'1. open': '74.3900', '2. high': '81.2400', '3. low': '73.7200', '4. close': '75.8800', '5. adjusted close': '74.0301', '6. volume': '78422290', '7. dividend amount': '0.0000'}"
,"{'1. open': '78.3300', '2. high': '78.4700', '3. low': '73.2600', '4. close': '74.0500', '5. adjusted close': '72.2447', '6. volume': '70282585', '7. dividend amount': '0.0000'}"
,"{'1. open': '74.8900', '2. high': '79.3800', '3. low': '71.5500', '4. close': '79.2700', '5. adjusted close': '77.3375', '6. volume': '79267855', '7. dividend amount': '0.0000'}"
,"{'1. open': '76.3400', '2. high': '76.4500', '3. low': '72.0800', '4. close': '74.8300', '5. adjusted close': '73.0057', '6. volume': '54721299', '7. dividend amount': '0.0000'}"
