Meta Data,Weekly Adjusted Time Series
,"{'1. open': '332.2800', '2. high': '345.6600', '3. low': '330.3050', '4. close': '341.7000', '5. adjusted close': '341.7000', '6. volume': '2516757', '7. dividend amount': '0.0000'}"
,"{'1. open': '317.9600', '2. high': '334.0700', '3. low': '315.7776', '4. close': '322.4700', '5. adjusted close': '322.4700', '6. volume': '3667100', '7. dividend amount': '0.0000'}"
,"{'1. open': '277.8100', '2. high': '321.5900', '3. low': '274.7100', '4. close': '321.0800', '5. adjusted close': '321.0800', '6. volume': '4922891', '7. dividend amount': '0.2700'}"
,"{'1. open': '269.0000', '2. high': '278.4400', '3. low': '264.0000', '4. close': '267.3400', '5. adjusted close': '267.1154', '6. volume': '3892932', '7. dividend amount': '0.0000'}"
,"{'1. open': '228.7700', '2. high': '270.3900', '3. low': '221.7100', '4. close': '270.1100', '5. adjusted close': '269.8831', '6. volume': '7149758', '7. dividend amount': '0.0000'}"
,"{'1. open': '217.6500', '2. high': '229.7500', '3. low': '204.0000', '4. close': '227.3000', '5. adjusted close': '227.1090', '6. volume': '3626603', '7. dividend amount': '0.0000'}"
,"{'1. open': '240.3100', '2. high': '242.2700', '3. low': '214.1300', '4. close': '218.8400', '5. adjusted close': '218.6561', '6. volume': '2430174', '7. dividend amount': '0.0000'}"
,"{'1. open': '222.5600', '2. high': '249.5900', '3. low': '216.0900', '4. close': '237.2900', '5. adjusted close': '237.0906', '6. volume': '5034390', '7. dividend amount': '0.0000'}"
,"{'1. open': '225.4700', '2. high': '246.4450', '3. low': '216.9100', '4. close': '232.3600', '5. adjusted close': '232.1648', '6. volume': '6319498', '7. dividend amount': '0.0000'}"
,"{'1. open': '219.5400', '2. high': '233.5846', '3. low': '217.1209', '4. close': '224.0000', '5. adjusted close': '223.8118', '6. volume': '4171222', '7. dividend amount': '0.0000'}"
,"{'1. open': '211.5500', '2. high': '220.7550', '3. low': '205.6000', '4. close': '215.4600', '5. adjusted close': '215.2790', '6. volume': '3770200', '7. dividend amount': '0.0000'}"
,"{'1. open': '224.4000', '2. high': '224.8300', '3. low': '207.5270', '4. close': '213.2000', '5. adjusted close': '213.0209', '6. volume': '3571117', '7. dividend amount': '0.0000'}"
,"{'1. open': '238.0000', '2. high': '242.1850', '3. low': '209.6100', '4. close': '227.1200', '5. adjusted close': '226.9292', '6. volume': '5001027', '7. dividend amount': '0.2700'}"
,"{'1. open': '239.1500', '2. high': '243.6000', '3. low': '219.1200', '4. close': '234.7800', '5. adjusted close': '234.3042', '6. volume': '6332268', '7. dividend amount': '0.0000'}"
,"{'1. open': '303.1600', '2. high': '312.4200', '3. low': '232.1900', '4. close': '234.0200', '5. adjusted close': '233.5457', '6. volume': '9175036', '7. dividend amount': '0.0000'}"
,"{'1. open': '309.6300', '2. high': '316.0000', '3. low': '297.0150', '4. close': '304.6900', '5. adjusted close': '304.0725', '6. volume': '3024120', '7. dividend amount': '0.0000'}"
,"{'1. open': '293.4900', '2. high': '312.5500', '3. low': '290.2000', '4. close': '304.9200', '5. adjusted close': '304.3021', '6. volume': '2517729', '7. dividend amount': '0.0000'}"
,"{'1. open': '274.2400', '2. high': '308.5400', '3. low': '270.2000', '4. close': '297.9000', '5. adjusted close': '297.2963', '6. volume': '2804353', '7. dividend amount': '0.0000'}"
,"{'1. open': '281.3500', '2. high': '289.6100', '3. low': '274.3600', '4. close': '279.8300', '5. adjusted close': '279.2629', '6. volume': '2390959', '7. dividend amount': '0.0000'}"
,"{'1. open': '271.3200', '2. high': '281.2700', '3. low': '266.4450', '4. close': '272.9200', '5. adjusted close': '272.3669', '6. volume': '2593528', '7. dividend amount': '0.0000'}"
,"{'1. open': '298.8100', '2. high': '299.6400', '3. low': '273.6500', '4. close': '274.6900', '5. adjusted close': '274.1333', '6. volume': '2699038', '7. dividend amount': '0.0000'}"
,"{'1. open': '283.4500', '2. high': '298.5100', '3. low': '281.3650', '4. close': '298.0100', '5. adjusted close': '297.4061', '6. volume': '1612137', '7. dividend amount': '0.0000'}"
,"{'1. open': '290.4800', '2. high': '293.4500', '3. low': '282.5100', '4. close': '285.3700', '5. adjusted close': '284.7917', '6. volume': '1184205', '7. dividend amount': '0.0000'}"
,"{'1. open': '300.0000', '2. high': '305.9500', '3. low': '280.9800', '4. close': '290.6700', '5. adjusted close': '290.0809', '6. volume': '3434057', '7. dividend amount': '0.0000'}"
,"{'1. open': '338.5400', '2. high': '338.5400', '3. low': '301.1000', '4. close': '301.3300', '5. adjusted close': '300.7193', '6. volume': '2467043', '7. dividend amount': '0.0000'}"
,"{'1. open': '327.4600', '2. high': '355.4247', '3. low': '318.9100', '4. close': '340.0900', '5. adjusted close': '339.4008', '6. volume': '2207149', '7. dividend amount': '0.0000'}"
,"{'1. open': '343.0700', '2. high': '344.9800', '3. low': '327.4100', '4. close': '328.7700', '5. adjusted close': '328.1037', '6. volume': '1545120', '7. dividend amount': '0.0000'}"
,"{'1. open': '318.4800', '2. high': '341.3800', '3. low': '316.9900', '4. close': '337.6000', '5. adjusted close': '336.9158', '6. volume': '2224051', '7. dividend amount': '0.0000'}"
,"{'1. open': '341.8200', '2. high': '349.6900', '3. low': '314.7500', '4. close': '316.6800', '5. adjusted close': '316.0382', '6. volume': '2838006', '7. dividend amount': '0.2700'}"
,"{'1. open': '294.4200', '2. high': '343.8100', '3. low': '292.1200', '4. close': '339.9800', '5. adjusted close': '339.0020', '6. volume': '4031997', '7. dividend amount': '0.0000'}"
,"{'1. open': '365.6700', '2. high': '372.1300', '3. low': '287.3500', '4. close': '296.9400', '5. adjusted close': '296.0858', '6. volume': '6516125', '7. dividend amount': '0.0000'}"
,"{'1. open': '369.6300', '2. high': '371.9500', '3. low': '358.4590', '4. close': '360.3800', '5. adjusted close': '359.3433', '6. volume': '1680622', '7. dividend amount': '0.0000'}"
,"{'1. open': '405.9500', '2. high': '407.0895', '3. low': '369.3080', '4. close': '370.6900', '5. adjusted close': '369.6236', '6. volume': '2064732', '7. dividend amount': '0.0000'}"
,"{'1. open': '413.4800', '2. high': '413.4800', '3. low': '392.7700', '4. close': '403.8200', '5. adjusted close': '402.6583', '6. volume': '1510732', '7. dividend amount': '0.0000'}"
,"{'1. open': '411.4400', '2. high': '424.9999', '3. low': '406.4800', '4. close': '414.9900', '5. adjusted close': '413.7962', '6. volume': '1430751', '7. dividend amount': '0.0000'}"
,"{'1. open': '424.3600', '2. high': '433.8600', '3. low': '409.4000', '4. close': '411.4400', '5. adjusted close': '410.2564', '6. volume': '1449140', '7. dividend amount': '0.0000'}"
,"{'1. open': '397.4400', '2. high': '424.0000', '3. low': '396.2200', '4. close': '419.9000', '5. adjusted close': '418.6921', '6. volume': '2139736', '7. dividend amount': '0.0000'}"
,"{'1. open': '366.7200', '2. high': '403.4050', '3. low': '363.1300', '4. close': '394.8100', '5. adjusted close': '393.6742', '6. volume': '1740685', '7. dividend amount': '0.0000'}"
,"{'1. open': '383.0000', '2. high': '385.4400', '3. low': '362.0000', '4. close': '362.4100', '5. adjusted close': '361.3674', '6. volume': '1232739', '7. dividend amount': '0.0000'}"
,"{'1. open': '401.3000', '2. high': '409.7700', '3. low': '380.2600', '4. close': '386.1100', '5. adjusted close': '384.9993', '6. volume': '1792252', '7. dividend amount': '0.0000'}"
,"{'1. open': '388.0000', '2. high': '405.3700', '3. low': '372.3500', '4. close': '403.8900', '5. adjusted close': '402.7281', '6. volume': '1575154', '7. dividend amount': '0.0000'}"
,"{'1. open': '373.9200', '2. high': '394.3600', '3. low': '367.7100', '4. close': '388.4600', '5. adjusted close': '387.3425', '6. volume': '1757143', '7. dividend amount': '0.2700'}"
,"{'1. open': '346.3200', '2. high': '376.5300', '3. low': '340.9600', '4. close': '371.4800', '5. adjusted close': '370.1541', '6. volume': '2304509', '7. dividend amount': '0.0000'}"
,"{'1. open': '371.2400', '2. high': '397.9000', '3. low': '350.7400', '4. close': '362.7000', '5. adjusted close': '361.4054', '6. volume': '3677842', '7. dividend amount': '0.0000'}"
,"{'1. open': '373.1500', '2. high': '390.6300', '3. low': '354.9600', '4. close': '366.3600', '5. adjusted close': '365.0523', '6. volume': '2431333', '7. dividend amount': '0.0000'}"
,"{'1. open': '384.1000', '2. high': '389.9900', '3. low': '352.0400', '4. close': '369.3100', '5. adjusted close': '367.9918', '6. volume': '2650712', '7. dividend amount': '0.0000'}"
,"{'1. open': '421.9900', '2. high': '424.1400', '3. low': '377.2900', '4. close': '377.9300', '5. adjusted close': '376.5811', '6. volume': '2124643', '7. dividend amount': '0.0000'}"
,"{'1. open': '426.5100', '2. high': '427.5000', '3. low': '413.0100', '4. close': '418.7200', '5. adjusted close': '417.2255', '6. volume': '974426', '7. dividend amount': '0.0000'}"
,"{'1. open': '414.1500', '2. high': '431.0337', '3. low': '406.4500', '4. close': '422.6600', '5. adjusted close': '421.1514', '6. volume': '1809257', '7. dividend amount': '0.0000'}"
,"{'1. open': '402.2200', '2. high': '430.2000', '3. low': '399.1500', '4. close': '414.7600', '5. adjusted close': '413.2796', '6. volume': '1752518', '7. dividend amount': '0.0000'}"
,"{'1. open': '380.0900', '2. high': '414.9900', '3. low': '377.2400', '4. close': '398.7900', '5. adjusted close': '397.3666', '6. volume': '1736232', '7. dividend amount': '0.0000'}"
,"{'1. open': '369.1900', '2. high': '410.9500', '3. low': '363.0700', '4. close': '383.7900', '5. adjusted close': '382.4201', '6. volume': '2641464', '7. dividend amount': '0.0000'}"
,"{'1. open': '386.2900', '2. high': '394.2500', '3. low': '362.0300', '4. close': '368.6500', '5. adjusted close': '367.3342', '6. volume': '1805767', '7. dividend amount': '0.0000'}"
,"{'1. open': '387.0900', '2. high': '389.9500', '3. low': '373.8200', '4. close': '383.8900', '5. adjusted close': '382.5198', '6. volume': '1601881', '7. dividend amount': '0.0000'}"
,"{'1. open': '390.9100', '2. high': '394.8300', '3. low': '375.7801', '4. close': '386.2800', '5. adjusted close': '384.9012', '6. volume': '1876969', '7. dividend amount': '0.2200'}"
,"{'1. open': '391.6900', '2. high': '400.9900', '3. low': '387.4500', '4. close': '390.0200', '5. adjusted close': '388.4082', '6. volume': '1775307', '7. dividend amount': '0.0000'}"
,"{'1. open': '385.0000', '2. high': '396.0000', '3. low': '360.3300', '4. close': '388.5500', '5. adjusted close': '386.9443', '6. volume': '4046062', '7. dividend amount': '0.0000'}"
,"{'1. open': '350.0000', '2. high': '383.9800', '3. low': '348.1700', '4. close': '382.5600', '5. adjusted close': '380.9790', '6. volume': '2451521', '7. dividend amount': '0.0000'}"
,"{'1. open': '367.3400', '2. high': '376.1507', '3. low': '342.6500', '4. close': '347.3700', '5. adjusted close': '345.9345', '6. volume': '2127537', '7. dividend amount': '0.0000'}"
,"{'1. open': '350.1500', '2. high': '368.5500', '3. low': '343.4200', '4. close': '365.1500', '5. adjusted close': '363.6410', '6. volume': '2049017', '7. dividend amount': '0.0000'}"
,"{'1. open': '366.0400', '2. high': '379.0000', '3. low': '348.2301', '4. close': '350.4300', '5. adjusted close': '348.9818', '6. volume': '2274285', '7. dividend amount': '0.0000'}"
,"{'1. open': '357.5000', '2. high': '373.1100', '3. low': '356.6350', '4. close': '366.4000', '5. adjusted close': '364.8858', '6. volume': '1758596', '7. dividend amount': '0.0000'}"
,"{'1. open': '348.5300', '2. high': '358.0000', '3. low': '324.9900', '4. close': '356.3000', '5. adjusted close': '354.8276', '6. volume': '2504311', '7. dividend amount': '0.0000'}"
,"{'1. open': '351.0000', '2. high': '353.0100', '3. low': '331.8400', '4. close': '347.6500', '5. adjusted close': '346.2133', '6. volume': '3434403', '7. dividend amount': '0.0000'}"
,"{'1. open': '368.8300', '2. high': '375.3200', '3. low': '353.3700', '4. close': '353.9900', '5. adjusted close': '352.5271', '6. volume': '2222068', '7. dividend amount': '0.2200'}"
,"{'1. open': '340.0500', '2. high': '366.4000', '3. low': '336.0750', '4. close': '366.2800', '5. adjusted close': '364.5500', '6. volume': '3011450', '7. dividend amount': '0.0000'}"
,"{'1. open': '322.2000', '2. high': '343.2900', '3. low': '301.0100', '4. close': '338.8300', '5. adjusted close': '337.2297', '6. volume': '3664768', '7. dividend amount': '0.0000'}"
,"{'1. open': '295.0000', '2. high': '324.8700', '3. low': '285.8300', '4. close': '319.2600', '5. adjusted close': '317.7521', '6. volume': '2432010', '7. dividend amount': '0.0000'}"
,"{'1. open': '287.2100', '2. high': '298.2050', '3. low': '282.9500', '4. close': '295.5000', '5. adjusted close': '294.1043', '6. volume': '1657842', '7. dividend amount': '0.0000'}"
,"{'1. open': '274.4800', '2. high': '290.2400', '3. low': '270.3600', '4. close': '287.7700', '5. adjusted close': '286.4108', '6. volume': '1586350', '7. dividend amount': '0.0000'}"
,"{'1. open': '277.0300', '2. high': '285.7400', '3. low': '271.6700', '4. close': '273.1900', '5. adjusted close': '271.8997', '6. volume': '1618427', '7. dividend amount': '0.0000'}"
,"{'1. open': '262.5200', '2. high': '277.0750', '3. low': '262.5000', '4. close': '275.7500', '5. adjusted close': '274.4476', '6. volume': '1981337', '7. dividend amount': '0.0000'}"
,"{'1. open': '245.5600', '2. high': '264.5525', '3. low': '245.5600', '4. close': '261.2700', '5. adjusted close': '260.0360', '6. volume': '1498757', '7. dividend amount': '0.0000'}"
,"{'1. open': '253.7300', '2. high': '255.4653', '3. low': '241.7800', '4. close': '245.2300', '5. adjusted close': '244.0717', '6. volume': '1452656', '7. dividend amount': '0.0000'}"
,"{'1. open': '257.5500', '2. high': '261.9700', '3. low': '255.9750', '4. close': '256.5800', '5. adjusted close': '255.3681', '6. volume': '845859', '7. dividend amount': '0.0000'}"
